source,target,weight,cost
Cook,D. Cunningham,2,0.5
Cook,D. DeRozan,3,0.3333333333333333
Cook,D. Dotson,8,0.125
Cook,D. Fisher,4,0.25
Cook,D. George,2,0.5
Cook,D. Green,38,0.02631578947368421
Cook,D. Howard,32,0.03125
Cook,D. Jones,18,0.05555555555555555
Cook,D. Jordan,2,0.5
Cook,D. Lee,11,0.09090909090909091
Cook,D. Motiejunas,8,0.125
Cook,D. Powell,2,0.5
Cook,D. Sirvydis,2,0.5
Cook,D. Wade,37,0.02702702702702703
Cook,D. Waiters,3,0.3333333333333333
Cook,D. West,12,0.08333333333333333
Cook,D. Windler,6,0.16666666666666666
Cook,D. Wright,11,0.09090909090909091
Cook,E. Barron,14,0.07142857142857142
Cook,E. Bledsoe,2,0.5
Cook,E. Gordon,4,0.25
Cook,E. Maynor,10,0.1
Cook,F. Jackson,10,0.1
Cook,G. Smith,2,0.5
Cook,H. Barnes,14,0.07142857142857142
Cook,H. Turkoglu,10,0.1
Cook,I. Diogu,2,0.5
Cook,I. Okoro,2,0.5
Cook,J. Allen,2,0.5
Cook,J. Anthony,14,0.07142857142857142
Cook,J. Bell,58,0.017241379310344827
Cook,J. Butler,5,0.2
Cook,J. Crawford,6,0.16666666666666666
Cook,J. Crittenton,2,0.5
Cook,J. Dudley,3,0.3333333333333333
Cook,J. Evans,4,0.25
Cook,J. Farmar,4,0.25
Cook,J. Green,5,0.2
Cook,J. Harden,17,0.058823529411764705
Cook,J. Holiday,4,0.25
Cook,J. Jerebko,35,0.02857142857142857
Cook,J. Jones,22,0.045454545454545456
Cook,J. Magloire,4,0.25
Cook,J. McGee,26,0.038461538461538464
Cook,J. Noah,4,0.25
Cook,J. O'Neal,20,0.05
Cook,J. Smith,9,0.1111111111111111
Cook,J. Taylor,2,0.5
Cook,J. Vesely,6,0.16666666666666666
Cook,J. Wall,2,0.5
Cook,J. White,2,0.5
Cook,J. Williams,9,0.1111111111111111
Cook,K. Bogans,13,0.07692307692307693
Cook,K. Brown,14,0.07142857142857142
Cook,K. Bryant,98,0.01020408163265306
Cook,K. Caldwell-Pope,7,0.14285714285714285
Cook,K. Dooling,2,0.5
Cook,K. Durant,92,0.010869565217391304
Cook,K. Hayes,6,0.16666666666666666
Cook,K. Kuzma,19,0.05263157894736842
Cook,K. Looney,26,0.038461538461538464
Cook,K. Powell,3,0.3333333333333333
Cook,K. Seraphin,4,0.25
Cook,K. Thompson,94,0.010638297872340425
Cook,L. Deng,3,0.3333333333333333
Cook,L. Jackson,13,0.07692307692307693
Cook,L. James,12,0.08333333333333333
Cook,L. Odom,36,0.027777777777777776
Cook,L. Profit,2,0.5
Cook,L. Stevens,2,0.5
Cook,L. Walton,41,0.024390243902439025
Cook,M. Banks,2,0.5
Cook,M. Beasley,40,0.025
Cook,M. Blount,41,0.024390243902439025
Cook,M. Chalmers,40,0.025
Cook,M. Derrickson,11,0.09090909090909091
Cook,M. Evans,12,0.08333333333333333
Cook,M. Gortat,2,0.5
Cook,M. Harrell,2,0.5
Cook,M. Morris,3,0.3333333333333333
Cook,M. Morris Sr.,3,0.3333333333333333
Cook,M. Pietrus,2,0.5
Cook,M. Plumlee,2,0.5
Cook,M. Teague,4,0.25
Cook,M. Thomas,2,0.5
Cook,N. Collison,16,0.0625
Cook,N. Mohammed,8,0.125
Cook,N. Noel,2,0.5
Cook,N. Robinson,3,0.3333333333333333
Cook,N. Young,20,0.05
Cook,O. Asik,2,0.5
Cook,P. McCaw,8,0.125
Cook,P. Patterson,7,0.14285714285714285
Cook,R. Butler,4,0.25
Cook,R. Davis,61,0.01639344262295082
Cook,R. Foye,3,0.3333333333333333
Cook,R. Gomes,8,0.125
Cook,R. Ivey,3,0.3333333333333333
Cook,R. Jackson,3,0.3333333333333333
Cook,R. Lewis,8,0.125
Cook,R. Turiaf,10,0.1
Cook,R. Westbrook,2,0.5
Cook,S. Bey,6,0.16666666666666666
Cook,S. Curry,13,0.07692307692307693
Cook,S. Ibaka,8,0.125
Cook,S. Lasme,2,0.5
Cook,S. Livingston,16,0.0625
Cook,S. Marion,9,0.1111111111111111
Cook,S. Parker,74,0.013513513513513514
Cook,S. Vujacic,17,0.058823529411764705
Cook,S. Williams,3,0.3333333333333333
Cook,T. Daniels,15,0.06666666666666667
Cook,T. Douglas,2,0.5
Cook,T. Gibson,6,0.16666666666666666
Cook,T. Horton-Tucker,3,0.3333333333333333
Cook,T. Jones,3,0.3333333333333333
Cook,T. Thompkins,2,0.5
Cook,U. Haslem,42,0.023809523809523808
Cook,V. Wafer,3,0.3333333333333333
Cook,W. Matthews,6,0.16666666666666666
Cook,Y. Diawara,11,0.09090909090909091
Cook,Z. Pachulia,14,0.07142857142857142
Cooke,C. Love,4,0.25
Cooke,D. Miller,3,0.3333333333333333
Cooke,D. Reath,4,0.25
Cooke,K. Murray,2,0.5
Cooke,R. Williams III,2,0.5
Cooke,S. Sharpe,2,0.5
Cooks,J. Davis,2,0.5
Cooks,J. Goodwin,3,0.3333333333333333
Cooks,J. Huff,8,0.125
Cooks,Q. Jackson,2,0.5
Cooley,B. Bogdanovic,2,0.5
Cooley,C. Johnson,2,0.5
Cooley,D. Fox,2,0.5
Cooley,F. Mason III,5,0.2
Cooley,J. Jackson,2,0.5
Cooley,S. Labissiere,2,0.5
Cooper,A. Gill,33,0.030303030303030304
Cooper,A. Williams,13,0.07692307692307693
Cooper,B. Carrington,29,0.034482758620689655
Cooper,B. Coulibaly,17,0.058823529411764705
Cooper,C. Reddish,2,0.5
Cooper,J. Champagnie,27,0.037037037037037035
Cooper,J. Hardy,39,0.02564102564102564
Cooper,J. Johnson,5,0.2
Cooper,J. Reese,10,0.1
Cooper,J. Watkins,51,0.0196078431372549
Cooper,K. George,3,0.3333333333333333
Cooper,K. Richmond,3,0.3333333333333333
Cooper,L. Black,10,0.1
Cooper,M. Bagley III,2,0.5
Cooper,M. Branham,9,0.1111111111111111
Cooper,S. Labissiere,5,0.2
Cooper,S. Mays,2,0.5
Cooper,T. Johnson,3,0.3333333333333333
Cooper,T. Luwawu-Cabarrot,3,0.3333333333333333
Cooper,T. Vukcevic,20,0.05
Cooper,W. Riley,36,0.027777777777777776
Copeland,A. Stoudemire,2,0.5
Copeland,C. Anthony,10,0.1
Copeland,C. Miles,21,0.047619047619047616
Copeland,C. Watson,6,0.16666666666666666
Copeland,D. Rudez,11,0.09090909090909091
Copeland,D. Sloan,12,0.08333333333333333
Copeland,D. West,10,0.1
Copeland,E. Turner,8,0.125
Copeland,G. Hill,3,0.3333333333333333
Copeland,G. Monroe,4,0.25
Copeland,G. Vasquez,6,0.16666666666666666
Copeland,I. Mahinmi,12,0.08333333333333333
Copeland,I. Shumpert,7,0.14285714285714285
Copeland,J. Bayless,2,0.5
Copeland,J. Henson,2,0.5
Copeland,J. O'Bryant III,2,0.5
Copeland,J. Smith,3,0.3333333333333333
Copeland,J. White,12,0.08333333333333333
Copeland,K. Thomas,4,0.25
Copeland,L. Allen,12,0.08333333333333333
Copeland,L. Scola,29,0.034482758620689655
Copeland,L. Stephenson,2,0.5
Copeland,M. Plumlee,2,0.5
Copeland,P. George,2,0.5
Copeland,R. Butler,8,0.125
Copeland,R. Felton,15,0.06666666666666667
Copeland,R. Hibbert,14,0.07142857142857142
Copeland,R. Stuckey,8,0.125
Copeland,R. Vaughn,3,0.3333333333333333
Copeland,S. Hill,5,0.2
Copeland,S. Novak,15,0.06666666666666667
Copeland,T. Chandler,2,0.5
Copeland,T. Ennis,5,0.2
Cornelie,F. Campazzo,2,0.5
Cornelie,M. Howard,3,0.3333333333333333
Cornelie,Z. Nnaji,3,0.3333333333333333
Costello,D. White,6,0.16666666666666666
Cotton,C. Jefferson,2,0.5
Cotton,C. Johnson,7,0.14285714285714285
Cotton,D. Favors,2,0.5
Cotton,G. Jerrett,2,0.5
Cotton,J. Cooley,2,0.5
Cotton,J. Evans,4,0.25
Cotton,J. Ingles,3,0.3333333333333333
Cotton,M. Teletovic,5,0.2
Cotton,R. Gobert,4,0.25
Cotton,R. Hood,2,0.5
Cotton,T. Booker,6,0.16666666666666666
Coulibaly,A. Gill,26,0.038461538461538464
Coulibaly,A. Johnson,2,0.5
Coulibaly,A. Sarr,157,0.006369426751592357
Coulibaly,A. Williams,5,0.2
Coulibaly,B. Carrington,77,0.012987012987012988
Coulibaly,C. Kispert,95,0.010526315789473684
Coulibaly,C. McCollum,36,0.027777777777777776
Coulibaly,C. Whitmore,3,0.3333333333333333
Coulibaly,D. Avdija,23,0.043478260869565216
Coulibaly,D. Gafford,12,0.08333333333333333
Coulibaly,D. Gallinari,4,0.25
Coulibaly,D. Wright,9,0.1111111111111111
Coulibaly,E. Omoruyi,7,0.14285714285714285
Coulibaly,J. Butler,12,0.08333333333333333
Coulibaly,J. Champagnie,41,0.024390243902439025
Coulibaly,J. Davis,9,0.1111111111111111
Coulibaly,J. Hardy,2,0.5
Coulibaly,J. Poole,127,0.007874015748031496
Coulibaly,J. Reese,10,0.1
Coulibaly,J. Valančiūnas,36,0.027777777777777776
Coulibaly,J. Watkins,10,0.1
Coulibaly,K. George,96,0.010416666666666666
Coulibaly,K. Kuzma,77,0.012987012987012988
Coulibaly,K. Middleton,10,0.1
Coulibaly,L. Black,4,0.25
Coulibaly,L. Shamet,13,0.07692307692307693
Coulibaly,M. Bagley III,29,0.034482758620689655
Coulibaly,M. Branham,7,0.14285714285714285
Coulibaly,M. Brogdon,13,0.07692307692307693
Coulibaly,M. Muscala,5,0.2
Coulibaly,M. Smart,3,0.3333333333333333
Coulibaly,P. Baldwin Jr.,6,0.16666666666666666
Coulibaly,R. Holmes,12,0.08333333333333333
Coulibaly,S. Cooper,7,0.14285714285714285
Coulibaly,T. Johnson,43,0.023255813953488372
Coulibaly,T. Jones,29,0.034482758620689655
Coulibaly,T. Vukcevic,21,0.047619047619047616
Coulibaly,T. Young,7,0.14285714285714285
Coulibaly,W. Riley,32,0.03125
Council IV,A. Bona,22,0.045454545454545456
Council IV,A. Drummond,2,0.5
Council IV,A. Reese,9,0.1111111111111111
Council IV,B. Hield,3,0.3333333333333333
Council IV,C. Castleton,4,0.25
Council IV,C. Martin,2,0.5
Council IV,C. Okeke,3,0.3333333333333333
Council IV,C. Payne,8,0.125
Council IV,D. Roddy,2,0.5
Council IV,D. Wilson,2,0.5
Council IV,E. Gordon,2,0.5
Council IV,G. Yabusele,23,0.043478260869565216
Council IV,J. Butler,24,0.041666666666666664
Council IV,J. Dowtin Jr.,20,0.05
Council IV,J. Edwards,22,0.045454545454545456
Council IV,J. Embiid,2,0.5
Council IV,J. McCain,13,0.07692307692307693
Council IV,K. Lowry,2,0.5
Council IV,K. Martin,14,0.07142857142857142
Council IV,K. Oubre Jr.,22,0.045454545454545456
Council IV,L. Walker IV,13,0.07692307692307693
Council IV,M. Bagley,5,0.2
Council IV,N. Batum,3,0.3333333333333333
Council IV,P. George,3,0.3333333333333333
Council IV,P. Nance,5,0.2
Council IV,P. Reed,2,0.5
Council IV,Q. Grimes,12,0.08333333333333333
Council IV,R. Jackson,8,0.125
Council IV,T. Maxey,20,0.05
Council IV,T. Smith,5,0.2
Cousins,A. Afflalo,77,0.012987012987012988
Cousins,A. Brooks,17,0.058823529411764705
Cousins,A. Coffey,3,0.3333333333333333
Cousins,A. Davis,171,0.005847953216374269
Cousins,A. Gordon,7,0.14285714285714285
Cousins,A. Iguodala,17,0.058823529411764705
Cousins,A. McKinnie,6,0.16666666666666666
Cousins,A. Miller,3,0.3333333333333333
Cousins,A. Rivers,11,0.09090909090909091
Cousins,A. Tolliver,49,0.02040816326530612
Cousins,B. Forbes,32,0.03125
Cousins,B. Hyland,38,0.02631578947368421
Cousins,B. McLemore,335,0.0029850746268656717
Cousins,B. Udrih,89,0.011235955056179775
Cousins,C. Diallo,4,0.25
Cousins,C. Hayes,2,0.5
Cousins,C. Landry,42,0.023809523809523808
Cousins,D. Collison,254,0.003937007874015748
Cousins,D. Cunningham,53,0.018867924528301886
Cousins,D. Green,41,0.024390243902439025
Cousins,D. Greene,41,0.024390243902439025
Cousins,D. House Jr.,10,0.1
Cousins,D. Jackson,6,0.16666666666666666
Cousins,D. Lee,5,0.2
Cousins,D. Liggins,3,0.3333333333333333
Cousins,D. Miller,79,0.012658227848101266
Cousins,D. Motiejunas,2,0.5
Cousins,D. Nwaba,4,0.25
Cousins,D. Oturu,4,0.25
Cousins,D. Reed,7,0.14285714285714285
Cousins,D. Williams,86,0.011627906976744186
Cousins,E. Gordon,36,0.027777777777777776
Cousins,E. Moore,138,0.007246376811594203
Cousins,F. Garcia,87,0.011494252873563218
Cousins,G. Allen,5,0.2
Cousins,G. Temple,59,0.01694915254237288
Cousins,G. Vasquez,12,0.08333333333333333
Cousins,H. Thompson,7,0.14285714285714285
Cousins,I. Clark,38,0.02631578947368421
Cousins,I. Thomas,234,0.004273504273504274
Cousins,J. Anderson,13,0.07692307692307693
Cousins,J. Bell,6,0.16666666666666666
Cousins,J. Crawford,25,0.04
Cousins,J. Evans,3,0.3333333333333333
Cousins,J. Fredette,32,0.03125
Cousins,J. Green,31,0.03225806451612903
Cousins,J. Holiday,127,0.007874015748031496
Cousins,J. Jerebko,14,0.07142857142857142
Cousins,J. Johnson,8,0.125
Cousins,J. Nelson,20,0.05
Cousins,J. Nwora,2,0.5
Cousins,J. Salmons,95,0.010526315789473684
Cousins,J. Smart,3,0.3333333333333333
Cousins,J. Tate,27,0.037037037037037035
Cousins,J. Taylor,20,0.05
Cousins,J. Thompson,202,0.0049504950495049506
Cousins,J. Wall,17,0.058823529411764705
Cousins,K. Durant,29,0.034482758620689655
Cousins,K. Koufos,56,0.017857142857142856
Cousins,K. Leonard,2,0.5
Cousins,K. Middleton,9,0.1111111111111111
Cousins,K. Thompson,73,0.0136986301369863
Cousins,L. Head,5,0.2
Cousins,L. Kennard,8,0.125
Cousins,L. Mbah a Moute,12,0.08333333333333333
Cousins,M. Barnes,71,0.014084507042253521
Cousins,M. Belinelli,35,0.02857142857142857
Cousins,M. Jones,10,0.1
Cousins,M. Morris,7,0.14285714285714285
Cousins,M. Richardson,2,0.5
Cousins,M. Thornton,186,0.005376344086021506
Cousins,N. Batum,8,0.125
Cousins,N. Stauskas,35,0.02857142857142857
Cousins,O. Casspi,195,0.005128205128205128
Cousins,P. Connaughton,17,0.058823529411764705
Cousins,P. George,7,0.14285714285714285
Cousins,P. Jeter,11,0.09090909090909091
Cousins,P. Patterson,20,0.05
Cousins,P. Tucker,3,0.3333333333333333
Cousins,Q. Acy,30,0.03333333333333333
Cousins,Q. Cook,24,0.041666666666666664
Cousins,Q. Miller,3,0.3333333333333333
Cousins,R. Evans,10,0.1
Cousins,R. Gay,265,0.0037735849056603774
Cousins,R. Hood,2,0.5
Cousins,R. Jackson,8,0.125
Cousins,R. McCallum,91,0.01098901098901099
Cousins,R. Rondo,129,0.007751937984496124
Cousins,R. Sessions,15,0.06666666666666667
Cousins,R. Williams,2,0.5
Cousins,S. Brown,13,0.07692307692307693
Cousins,S. Curry,83,0.012048192771084338
Cousins,S. Dalembert,20,0.05
Cousins,S. Hill,23,0.043478260869565216
Cousins,S. Livingston,22,0.045454545454545456
Cousins,T. Allen,22,0.045454545454545456
Cousins,T. Antetokounmpo,2,0.5
Cousins,T. Douglas,6,0.16666666666666666
Cousins,T. Evans,184,0.005434782608695652
Cousins,T. Frazier,9,0.1111111111111111
Cousins,T. Honeycutt,5,0.2
Cousins,T. Lawson,33,0.030303030303030304
Cousins,T. Mann,8,0.125
Cousins,T. Outlaw,49,0.02040816326530612
Cousins,T. Robinson,6,0.16666666666666666
Cousins,T. Williams,3,0.3333333333333333
Cousins,V. Oladipo,10,0.1
Cousins,W. Barton,8,0.125
Cousins,W. Cauley-Stein,54,0.018518518518518517
Cousins,W. Matthews,2,0.5
Cousins,Z. Nnaji,6,0.16666666666666666
Covington,A. Coffey,10,0.1
Covington,A. Crabbe,2,0.5
Covington,A. Johnson,21,0.047619047619047616
Covington,A. Rivers,3,0.3333333333333333
Covington,A. Simons,39,0.02564102564102564
Covington,A. Wiggins,37,0.02702702702702703
Covington,B. Boston Jr.,11,0.09090909090909091
Covington,B. Davies,2,0.5
Covington,B. Hyland,6,0.16666666666666666
Covington,B. McLemore,29,0.034482758620689655
Covington,B. Simmons,44,0.022727272727272728
Covington,C. Anthony,29,0.034482758620689655
Covington,C. Clemons,3,0.3333333333333333
Covington,C. Elleby,2,0.5
Covington,C. Landry,10,0.1
Covington,C. McCollum,67,0.014925373134328358
Covington,C. Wood,2,0.5
Covington,C. Zeller,2,0.5
Covington,D. House Jr.,38,0.02631578947368421
Covington,D. Jones Jr.,23,0.043478260869565216
Covington,D. Lillard,77,0.012987012987012988
Covington,D. Melton,10,0.1
Covington,D. Rose,8,0.125
Covington,D. Saric,125,0.008
Covington,D. Šarić,17,0.058823529411764705
Covington,E. Freedom,32,0.03125
Covington,E. Gordon,12,0.08333333333333333
Covington,E. Ilyasova,88,0.011363636363636364
Covington,F. Aldemir,4,0.25
Covington,G. Dieng,16,0.0625
Covington,G. Henderson,26,0.038461538461538464
Covington,G. Robinson III,2,0.5
Covington,G. Trent Jr.,22,0.045454545454545456
Covington,H. Sims,22,0.045454545454545456
Covington,H. Thompson,62,0.016129032258064516
Covington,I. Canaan,31,0.03225806451612903
Covington,I. Hartenstein,16,0.0625
Covington,I. Smith,20,0.05
Covington,I. Zubac,10,0.1
Covington,J. Anderson,7,0.14285714285714285
Covington,J. Bayless,21,0.047619047619047616
Covington,J. Bell,2,0.5
Covington,J. Culver,17,0.058823529411764705
Covington,J. Embiid,83,0.012048192771084338
Covington,J. Grant,66,0.015151515151515152
Covington,J. Green,11,0.09090909090909091
Covington,J. Harden,22,0.045454545454545456
Covington,J. Harper,2,0.5
Covington,J. Layman,8,0.125
Covington,J. McLaughlin,3,0.3333333333333333
Covington,J. Nurkic,51,0.0196078431372549
Covington,J. Okafor,34,0.029411764705882353
Covington,J. Okogie,11,0.09090909090909091
Covington,J. Redick,93,0.010752688172043012
Covington,J. Richardson,5,0.2
Covington,J. Sampson,19,0.05263157894736842
Covington,J. Teague,13,0.07692307692307693
Covington,J. Wall,9,0.1111111111111111
Covington,J. Young,3,0.3333333333333333
Covington,K. Leonard,8,0.125
Covington,K. Marshall,5,0.2
Covington,K. Martin,9,0.1111111111111111
Covington,K. McDaniels,16,0.0625
Covington,K. Towns,33,0.030303030303030304
Covington,L. Drew II,3,0.3333333333333333
Covington,L. Kennard,25,0.04
Covington,L. Mbah a Moute,33,0.030303030303030304
Covington,L. Nance Jr.,9,0.1111111111111111
Covington,M. Belinelli,30,0.03333333333333333
Covington,M. Brown,2,0.5
Covington,M. Carter-Williams,35,0.02857142857142857
Covington,M. Diabate,6,0.16666666666666666
Covington,M. Morris Sr.,11,0.09090909090909091
Covington,M. Muscala,3,0.3333333333333333
Covington,M. Plumlee,6,0.16666666666666666
Covington,N. Batum,9,0.1111111111111111
Covington,N. Little,21,0.047619047619047616
Covington,N. Noel,50,0.02
Covington,N. Powell,125,0.008
Covington,N. Reid,5,0.2
Covington,N. Stauskas,49,0.02040816326530612
Covington,P. George,13,0.07692307692307693
Covington,P. Pressey,2,0.5
Covington,P. Reed,2,0.5
Covington,P. Tucker,13,0.07692307692307693
Covington,R. Holmes,27,0.037037037037037035
Covington,R. Hood,5,0.2
Covington,R. Jackson,18,0.05555555555555555
Covington,R. Westbrook,18,0.05555555555555555
Covington,S. Napier,8,0.125
Covington,S. Ojeleye,2,0.5
Covington,S. Rodriguez,34,0.029411764705882353
Covington,T. Booker,14,0.07142857142857142
Covington,T. Gibson,7,0.14285714285714285
Covington,T. Graham,11,0.09090909090909091
Covington,T. Harris,4,0.25
Covington,T. Jones,7,0.14285714285714285
Covington,T. Luwawu-Cabarrot,23,0.043478260869565216
Covington,T. Mann,20,0.05
Covington,T. Maxey,9,0.1111111111111111
Covington,T. McConnell,35,0.02857142857142857
Covington,T. Robinson,10,0.1
Covington,T. Snell,2,0.5
Covington,T. Watford,2,0.5
Covington,T. Wroten,16,0.0625
Coward,A. Bal,3,0.3333333333333333
Coward,B. Clarke,2,0.5
Coward,C. Spencer,33,0.030303030303030304
Coward,D. Whitehead,3,0.3333333333333333
Coward,G. Jackson,20,0.05
Coward,J. Jackson Jr.,46,0.021739130434782608
Coward,J. Konchar,7,0.14285714285714285
Coward,J. Landale,30,0.03333333333333333
Coward,J. Mashack,5,0.2
Coward,J. Morant,15,0.06666666666666667
Coward,J. Small,6,0.16666666666666666
Coward,J. Wells,55,0.01818181818181818
Coward,K. Caldwell-Pope,6,0.16666666666666666
Coward,O. Prosper,28,0.03571428571428571
Coward,R. Rupert,4,0.25
Coward,S. Aldama,43,0.023255813953488372
Coward,S. Pippen Jr.,2,0.5
Coward,T. Burton,3,0.3333333333333333
Coward,T. Gibson,2,0.5
Coward,T. Hendricks,9,0.1111111111111111
Coward,T. Jerome,24,0.041666666666666664
Coward,V. Williams Jr.,22,0.045454545454545456
Coward,W. Clayton Jr.,10,0.1
Coward,Z. Edey,16,0.0625
Crabbe,A. Aminu,68,0.014705882352941176
Crabbe,A. Gee,3,0.3333333333333333
Crabbe,A. Len,10,0.1
Crabbe,B. Fernando,2,0.5
Crabbe,B. Goodwin,3,0.3333333333333333
Crabbe,B. Roberts,3,0.3333333333333333
Crabbe,C. Brown Jr.,2,0.5
Crabbe,C. Kaman,13,0.07692307692307693
Crabbe,C. LeVert,29,0.034482758620689655
Crabbe,C. McCollum,88,0.011363636363636364
Crabbe,C. Reddish,2,0.5
Crabbe,D. Bembry,5,0.2
Crabbe,D. Carroll,56,0.017857142857142856
Crabbe,D. Cunningham,2,0.5
Crabbe,D. Hunter,11,0.09090909090909091
Crabbe,D. Lillard,108,0.009259259259259259
Crabbe,D. Russell,30,0.03333333333333333
Crabbe,E. Davis,54,0.018518518518518517
Crabbe,E. Turner,13,0.07692307692307693
Crabbe,G. Dieng,3,0.3333333333333333
Crabbe,G. Henderson,24,0.041666666666666664
Crabbe,J. Allen,49,0.02040816326530612
Crabbe,J. Collins,6,0.16666666666666666
Crabbe,J. Dudley,6,0.16666666666666666
Crabbe,J. Freeland,4,0.25
Crabbe,J. Harris,68,0.014705882352941176
Crabbe,J. Hernangomez,2,0.5
Crabbe,J. Layman,6,0.16666666666666666
Crabbe,J. Nowell,3,0.3333333333333333
Crabbe,J. Nurkic,2,0.5
Crabbe,J. Okafor,2,0.5
Crabbe,J. Okogie,2,0.5
Crabbe,J. Parker,14,0.07142857142857142
Crabbe,K. Bates-Diop,3,0.3333333333333333
Crabbe,K. Faried,2,0.5
Crabbe,L. Aldridge,14,0.07142857142857142
Crabbe,M. Harkless,34,0.029411764705882353
Crabbe,M. Leonard,92,0.010869565217391304
Crabbe,M. Plumlee,30,0.03333333333333333
Crabbe,N. Batum,6,0.16666666666666666
Crabbe,N. Vonleh,16,0.0625
Crabbe,P. Connaughton,2,0.5
Crabbe,Q. Acy,23,0.043478260869565216
Crabbe,R. Hollis-Jefferson,30,0.03333333333333333
Crabbe,R. Kurucs,6,0.16666666666666666
Crabbe,R. Lopez,4,0.25
Crabbe,S. Blake,9,0.1111111111111111
Crabbe,S. Dinwiddie,37,0.02702702702702703
Crabbe,S. Napier,14,0.07142857142857142
Crabbe,T. Booker,8,0.125
Crabbe,T. Graham,7,0.14285714285714285
Crabbe,T. Mozgov,4,0.25
Crabbe,T. Robinson,4,0.25
Crabbe,T. Young,8,0.125
Crabbe,T. Zeller,13,0.07692307692307693
Crabbe,V. Carter,3,0.3333333333333333
Crabbe,W. Barton,8,0.125
Crabbe,W. Matthews,8,0.125
Craig,A. Caruso,9,0.1111111111111111
Craig,A. Dosunmu,21,0.047619047619047616
Craig,A. Drummond,10,0.1
Craig,A. Holiday,9,0.1111111111111111
Craig,A. Sanogo,2,0.5
Craig,B. Biyombo,20,0.05
Craig,B. Bol,3,0.3333333333333333
Craig,B. Forbes,5,0.2
Craig,B. Portis,7,0.14285714285714285
Craig,B. Scheierman,8,0.125
Craig,B. Wanamaker,3,0.3333333333333333
Craig,C. Duarte,16,0.0625
Craig,C. Johnson,26,0.038461538461538464
Craig,C. LeVert,18,0.05555555555555555
Craig,C. Paul,45,0.022222222222222223
Craig,C. Payne,42,0.023809523809523808
Craig,C. White,28,0.03571428571428571
Craig,D. Ayton,87,0.011494252873563218
Craig,D. Booker,68,0.014705882352941176
Craig,D. DeRozan,10,0.1
Craig,D. Harris,3,0.3333333333333333
Craig,D. Lee,10,0.1
Craig,D. Sabonis,10,0.1
Craig,D. Saric,15,0.06666666666666667
Craig,D. Terry,4,0.25
Craig,D. Washington Jr.,7,0.14285714285714285
Craig,D. White,3,0.3333333333333333
Craig,D. Wilson,3,0.3333333333333333
Craig,E. Mudiay,8,0.125
Craig,F. Kaminsky,4,0.25
Craig,G. Antetokounmpo,4,0.25
Craig,G. Harris,22,0.045454545454545456
Craig,G. Lundberg,3,0.3333333333333333
Craig,I. Jackson,2,0.5
Craig,I. Thomas,9,0.1111111111111111
Craig,I. Wainright,9,0.1111111111111111
Craig,J. Carter,38,0.02631578947368421
Craig,J. Crowder,3,0.3333333333333333
Craig,J. Davison,5,0.2
Craig,J. Grant,31,0.03225806451612903
Craig,J. Hernangomez,22,0.045454545454545456
Craig,J. Holiday,22,0.045454545454545456
Craig,J. Lamb,17,0.058823529411764705
Craig,J. Landale,5,0.2
Craig,J. McGee,6,0.16666666666666666
Craig,J. Murray,59,0.01694915254237288
Craig,J. Nwora,3,0.3333333333333333
Craig,J. Okogie,21,0.047619047619047616
Craig,J. Phillips,2,0.5
Craig,J. Smith,4,0.25
Craig,J. Vanderbilt,2,0.5
Craig,K. Durant,3,0.3333333333333333
Craig,K. Faried,2,0.5
Craig,K. Martin,14,0.07142857142857142
Craig,K. Middleton,7,0.14285714285714285
Craig,K. Sykes,6,0.16666666666666666
Craig,L. Ball,3,0.3333333333333333
Craig,L. Galloway,6,0.16666666666666666
Craig,L. Shamet,31,0.03225806451612903
Craig,L. Stephenson,7,0.14285714285714285
Craig,M. Beasley,31,0.03225806451612903
Craig,M. Bridges,48,0.020833333333333332
Craig,M. Brogdon,11,0.09090909090909091
Craig,M. Diakite,2,0.5
Craig,M. Morris,22,0.045454545454545456
Craig,M. Plumlee,26,0.038461538461538464
Craig,M. Porter Jr.,17,0.058823529411764705
Craig,M. Turner,8,0.125
Craig,N. Jokic,64,0.015625
Craig,N. Jokić,4,0.25
Craig,N. Queta,2,0.5
Craig,N. Vučević,22,0.045454545454545456
Craig,O. Brissett,7,0.14285714285714285
Craig,P. Dozier,2,0.5
Craig,P. Millsap,34,0.029411764705882353
Craig,P. Pritchard,16,0.0625
Craig,P. Williams,4,0.25
Craig,S. Hauser,3,0.3333333333333333
Craig,S. Merrill,3,0.3333333333333333
Craig,T. Lyles,22,0.045454545454545456
Craig,T. McConnell,2,0.5
Craig,T. Ross,3,0.3333333333333333
Craig,T. Taylor,5,0.2
Craig,T. Warren,3,0.3333333333333333
Craig,T. Welsh,2,0.5
Craig,W. Barton,12,0.08333333333333333
Craig,W. Chandler,3,0.3333333333333333
Craig,X. Tillman,2,0.5
Craig,Z. LaVine,8,0.125
Crawford,A. Ajinca,10,0.1
Crawford,A. Anderson,16,0.0625
Crawford,A. Biedrins,58,0.017241379310344827
Crawford,A. Blatche,36,0.027777777777777776
Crawford,A. Bogut,2,0.5
Crawford,A. Bradley,111,0.009009009009009009
Crawford,A. Brooks,10,0.1
Crawford,A. Davis,54,0.018518518518518517
Crawford,A. Harrington,3,0.3333333333333333
Crawford,A. Horford,234,0.004273504273504274
Crawford,A. Iguodala,4,0.25
Crawford,A. Jamison,20,0.05
Crawford,A. Morrow,66,0.015151515151515152
