source,target,weight,cost
A. Anderson,D. Anderson,7,0.14285714285714285
A. Anderson,O. Harrington,2,0.5
A. Anderson,R. Felton,2,0.5
A. Anderson,W. Herrmann,7,0.14285714285714285
A. Antetokounmpo,T. Antetokounmpo,2,0.5
A. Brown,A. Morrison,2,0.5
A. Brown,C. Jacobsen,2,0.5
A. Brown,M. Conley,5,0.2
A. Edwards,D. DiVincenzo,23,0.043478260869565216
A. Edwards,J. Clark,5,0.2
A. Edwards,J. McDaniels,14,0.07142857142857142
A. Edwards,J. Randle,23,0.043478260869565216
A. Edwards,L. Garza,5,0.2
A. Edwards,M. Conley,14,0.07142857142857142
A. Edwards,N. Alexander-Walker,14,0.07142857142857142
A. Edwards,N. Reid,18,0.05555555555555555
A. Edwards,R. Gobert,6,0.16666666666666666
A. Edwards,T. Shannon Jr.,12,0.08333333333333333
A. Gordon,A. Nicholson,2,0.5
A. Gordon,B. Gordon,3,0.3333333333333333
A. Gordon,C. Frye,3,0.3333333333333333
A. Gordon,E. Fournier,6,0.16666666666666666
A. Gordon,K. O'Quinn,2,0.5
A. Gordon,M. Harkless,2,0.5
A. Gordon,N. Vucevic,8,0.125
A. Gordon,T. Harris,9,0.1111111111111111
A. Gordon,V. Oladipo,18,0.05555555555555555
A. Gordon,W. Green,12,0.08333333333333333
A. Holiday,A. Brimah,6,0.16666666666666666
A. Holiday,A. Griffin,35,0.02857142857142857
A. Holiday,A. Johnson,5,0.2
A. Holiday,B. Bogdanovic,3,0.3333333333333333
A. Holiday,C. LeVert,13,0.07692307692307693
A. Holiday,C. Stanley,7,0.14285714285714285
A. Holiday,D. Hunter,7,0.14285714285714285
A. Holiday,D. McDermott,80,0.0125
A. Holiday,D. Murray,7,0.14285714285714285
A. Holiday,D. Sabonis,104,0.009615384615384616
A. Holiday,E. Sumner,44,0.022727272727272728
A. Holiday,F. Kaminsky,17,0.058823529411764705
A. Holiday,G. Bitadze,45,0.022222222222222223
A. Holiday,J. Collins,13,0.07692307692307693
A. Holiday,J. Holiday,114,0.008771929824561403
A. Holiday,J. Johnson,20,0.05
A. Holiday,J. Lamb,58,0.017241379310344827
A. Holiday,J. Sampson,22,0.045454545454545456
A. Holiday,K. Martin,12,0.08333333333333333
A. Holiday,M. Brogdon,25,0.04
A. Holiday,M. Turner,134,0.007462686567164179
A. Holiday,N. Mitrou-Long,3,0.3333333333333333
A. Holiday,O. Brissett,19,0.05263157894736842
A. Holiday,O. Okongwu,14,0.07142857142857142
A. Holiday,T. Leaf,2,0.5
A. Holiday,T. Martin,2,0.5
A. Holiday,T. McConnell,40,0.025
A. Holiday,T. Warren,131,0.007633587786259542
A. Holiday,T. Young,12,0.08333333333333333
A. Holiday,V. Krejci,5,0.2
A. Holiday,V. Oladipo,7,0.14285714285714285
A. Johnson,A. Anderson,5,0.2
A. Johnson,A. Bargnani,17,0.058823529411764705
A. Johnson,A. Gill,3,0.3333333333333333
A. Johnson,A. Gray,4,0.25
A. Johnson,A. Horford,68,0.014705882352941176
A. Johnson,B. Brown,2,0.5
A. Johnson,C. Chiozza,3,0.3333333333333333
A. Johnson,D. DeRozan,108,0.009259259259259259
A. Johnson,D. Jordan,2,0.5
A. Johnson,E. Barron,2,0.5
A. Johnson,E. Davis,34,0.029411764705882353
A. Johnson,G. Forbes,2,0.5
A. Johnson,G. Vasquez,14,0.07142857142857142
A. Johnson,J. Bayless,10,0.1
A. Johnson,J. Calderon,49,0.02040816326530612
A. Johnson,J. Champagnie,2,0.5
A. Johnson,J. Childress,33,0.030303030303030304
A. Johnson,J. Dentmon,2,0.5
A. Johnson,J. Green,3,0.3333333333333333
A. Johnson,J. Johnson,133,0.007518796992481203
A. Johnson,J. Smith,124,0.008064516129032258
A. Johnson,J. Valanciunas,42,0.023809523809523808
A. Johnson,J. Wright,2,0.5
A. Johnson,K. Durant,5,0.2
A. Johnson,K. Lowry,61,0.01639344262295082
A. Johnson,L. Babbitt,5,0.2
A. Johnson,L. Barbosa,8,0.125
A. Johnson,L. Fields,2,0.5
A. Johnson,L. Kleiza,4,0.25
A. Johnson,L. Williams,9,0.1111111111111111
A. Johnson,M. Bagley III,4,0.25
A. Johnson,M. Branham,8,0.125
A. Johnson,M. West,4,0.25
A. Johnson,M. Williams,98,0.01020408163265306
A. Johnson,N. Batum,2,0.5
A. Johnson,P. Mills,3,0.3333333333333333
A. Johnson,P. Patterson,13,0.07692307692307693
A. Johnson,R. Butler,16,0.0625
A. Johnson,R. Fernandez,3,0.3333333333333333
A. Johnson,S. Alabi,2,0.5
A. Johnson,S. Stoudamire,3,0.3333333333333333
A. Johnson,S. Weems,8,0.125
A. Johnson,S. Williams,6,0.16666666666666666
A. Johnson,T. Johnson,3,0.3333333333333333
A. Johnson,T. Jones,3,0.3333333333333333
A. Johnson,T. Lue,5,0.2
A. Johnson,T. Luwawu-Cabarrot,8,0.125
A. Johnson,T. Ross,33,0.030303030303030304
A. Johnson,T. Vukcevic,7,0.14285714285714285
A. Johnson,W. Riley,6,0.16666666666666666
A. Johnson,Z. Pachulia,8,0.125
A. Miller,A. Harrington,54,0.018518518518518517
A. Miller,A. Iguodala,34,0.029411764705882353
A. Miller,A. Payne,3,0.3333333333333333
A. Miller,A. Randolph,16,0.0625
A. Miller,A. Wiggins,3,0.3333333333333333
A. Miller,B. Beal,66,0.015151515151515152
A. Miller,B. Diaw,2,0.5
A. Miller,B. Marjanovic,2,0.5
A. Miller,B. McLemore,19,0.05263157894736842
A. Miller,C. Brewer,73,0.0136986301369863
A. Miller,C. Landry,6,0.16666666666666666
A. Miller,D. Arthur,16,0.0625
A. Miller,D. Blair,6,0.16666666666666666
A. Miller,D. Cousins,12,0.08333333333333333
A. Miller,D. Gallinari,9,0.1111111111111111
A. Miller,D. Gooden,56,0.017857142857142856
A. Miller,D. Green,14,0.07142857142857142
A. Miller,D. Rudez,16,0.0625
A. Miller,D. West,15,0.06666666666666667
A. Miller,D. Williams,65,0.015384615384615385
A. Miller,E. Fournier,14,0.07142857142857142
A. Miller,G. Dieng,14,0.07142857142857142
A. Miller,G. Temple,10,0.1
A. Miller,J. Hamilton,55,0.01818181818181818
A. Miller,J. Hickson,16,0.0625
A. Miller,J. McGee,60,0.016666666666666666
A. Miller,J. Simmons,10,0.1
A. Miller,J. Smith,2,0.5
A. Miller,J. Thompson,24,0.041666666666666664
A. Miller,J. Wall,3,0.3333333333333333
A. Miller,K. Anderson,7,0.14285714285714285
A. Miller,K. Faried,50,0.02
A. Miller,K. Humphries,44,0.022727272727272728
A. Miller,K. Koufos,18,0.05555555555555555
A. Miller,K. Martin,10,0.1
A. Miller,K. Seraphin,60,0.016666666666666666
A. Miller,K. Towns,12,0.08333333333333333
A. Miller,L. Aldridge,6,0.16666666666666666
A. Miller,M. Ginobili,3,0.3333333333333333
A. Miller,M. Gortat,16,0.0625
A. Miller,M. Webster,51,0.0196078431372549
A. Miller,N. Bjelica,16,0.0625
A. Miller,N. Robinson,51,0.0196078431372549
A. Miller,N. Stauskas,22,0.045454545454545456
A. Miller,Nene,26,0.038461538461538464
A. Miller,O. Casspi,41,0.024390243902439025
A. Miller,O. Porter Jr.,39,0.02564102564102564
A. Miller,P. Mills,2,0.5
A. Miller,R. Butler,58,0.017241379310344827
A. Miller,R. Evans,4,0.25
A. Miller,R. Foye,3,0.3333333333333333
A. Miller,R. Gay,36,0.027777777777777776
A. Miller,R. Hollins,8,0.125
A. Miller,R. McCallum,8,0.125
A. Miller,R. Rubio,2,0.5
A. Miller,S. Muhammad,18,0.05555555555555555
A. Miller,T. Ariza,11,0.09090909090909091
A. Miller,T. Booker,8,0.125
A. Miller,T. Duncan,8,0.125
A. Miller,T. Lawson,23,0.043478260869565216
A. Miller,T. Mozgov,42,0.023809523809523808
A. Miller,T. Prince,2,0.5
A. Miller,W. Chandler,41,0.024390243902439025
A. Miller,Z. LaVine,7,0.14285714285714285
A. Williams,L. Woods,2,0.5
Abdur-Rahim,B. Miller,54,0.018518518518518517
Abdur-Rahim,B. Skinner,4,0.25
Abdur-Rahim,B. Wells,44,0.022727272727272728
Abdur-Rahim,C. Williamson,22,0.045454545454545456
Abdur-Rahim,F. Garcia,42,0.023809523809523808
Abdur-Rahim,J. Hart,12,0.08333333333333333
Abdur-Rahim,J. Salmons,38,0.02631578947368421
Abdur-Rahim,J. Williams,4,0.25
Abdur-Rahim,K. Martin,93,0.010752688172043012
Abdur-Rahim,K. Thomas,16,0.0625
Abdur-Rahim,M. Bibby,182,0.005494505494505495
Abdur-Rahim,M. Moore,2,0.5
Abdur-Rahim,M. World Peace,49,0.02040816326530612
Abdur-Rahim,P. Stojakovic,56,0.017857142857142856
Abdur-Rahim,Q. Douby,8,0.125
Abdur-Rahim,R. Price,9,0.1111111111111111
Abrines,A. Morrow,5,0.2
Abrines,A. Roberson,5,0.2
Abrines,C. Anthony,10,0.1
Abrines,C. Payne,9,0.1111111111111111
Abrines,D. Burton,3,0.3333333333333333
Abrines,D. McDermott,5,0.2
Abrines,D. Sabonis,14,0.07142857142857142
Abrines,D. Schroder,8,0.125
Abrines,E. Freedom,14,0.07142857142857142
Abrines,H. Diallo,5,0.2
Abrines,J. Grant,27,0.037037037037037035
Abrines,J. Huestis,3,0.3333333333333333
Abrines,J. Lauvergne,9,0.1111111111111111
Abrines,K. Singler,2,0.5
Abrines,N. Cole,3,0.3333333333333333
Abrines,P. George,18,0.05555555555555555
Abrines,P. Patterson,29,0.034482758620689655
Abrines,R. Felton,3,0.3333333333333333
Abrines,R. Westbrook,24,0.041666666666666664
Abrines,S. Adams,18,0.05555555555555555
Abrines,S. Christon,3,0.3333333333333333
Abrines,T. Ferguson,3,0.3333333333333333
Abrines,T. Gibson,4,0.25
Abrines,V. Oladipo,3,0.3333333333333333
Achiuwa,A. Bradley,3,0.3333333333333333
Achiuwa,A. Brooks,3,0.3333333333333333
Achiuwa,A. Burks,16,0.0625
Achiuwa,A. Iguodala,5,0.2
Achiuwa,A. Watson,2,0.5
Achiuwa,B. Bogdanović,9,0.1111111111111111
Achiuwa,C. Boucher,62,0.016129032258064516
Achiuwa,C. Payne,6,0.16666666666666666
Achiuwa,D. Banton,13,0.07692307692307693
Achiuwa,D. Cardwell,6,0.16666666666666666
Achiuwa,D. Carter,11,0.09090909090909091
Achiuwa,D. DeRozan,21,0.047619047619047616
Achiuwa,D. DiVincenzo,33,0.030303030303030304
Achiuwa,D. Eubanks,8,0.125
Achiuwa,D. McDermott,20,0.05
Achiuwa,D. Plowden,15,0.06666666666666667
Achiuwa,D. Robinson,12,0.08333333333333333
Achiuwa,D. Sabonis,6,0.16666666666666666
Achiuwa,D. Schröder,10,0.1
Achiuwa,F. VanVleet,58,0.017241379310344827
Achiuwa,G. Dick,7,0.14285714285714285
Achiuwa,G. Dragic,15,0.06666666666666667
Achiuwa,G. Trent Jr.,54,0.018518518518518517
Achiuwa,G. Vincent,3,0.3333333333333333
Achiuwa,I. Hartenstein,2,0.5
Achiuwa,J. Brunson,31,0.03225806451612903
Achiuwa,J. Butler,2,0.5
Achiuwa,J. Hart,32,0.03125
Achiuwa,J. McDaniels,4,0.25
Achiuwa,J. Sims,6,0.16666666666666666
Achiuwa,J. Toppin,2,0.5
Achiuwa,K. Ellis,5,0.2
Achiuwa,K. Hayes,6,0.16666666666666666
Achiuwa,K. Murray,13,0.07692307692307693
Achiuwa,K. Nunn,18,0.05555555555555555
Achiuwa,K. Olynyk,5,0.2
Achiuwa,K. Towns,10,0.1
Achiuwa,L. Shamet,16,0.0625
Achiuwa,M. Bridges,23,0.043478260869565216
Achiuwa,M. Flynn,26,0.038461538461538464
Achiuwa,M. McBride,41,0.024390243902439025
Achiuwa,M. Monk,26,0.038461538461538464
Achiuwa,M. Raynaud,31,0.03225806451612903
Achiuwa,M. Strus,9,0.1111111111111111
Achiuwa,N. Bjelica,3,0.3333333333333333
Achiuwa,N. Clifford,22,0.045454545454545456
Achiuwa,O. Anunoby,77,0.012987012987012988
Achiuwa,O. Porter Jr.,7,0.14285714285714285
Achiuwa,P. Siakam,62,0.016129032258064516
Achiuwa,Q. Grimes,8,0.125
Achiuwa,R. Westbrook,27,0.037037037037037035
Achiuwa,S. Barnes,61,0.01639344262295082
Achiuwa,S. Milton,5,0.2
Achiuwa,S. Mykhailiuk,5,0.2
Achiuwa,T. Herro,7,0.14285714285714285
Achiuwa,T. Kolek,3,0.3333333333333333
Achiuwa,T. Young,16,0.0625
Achiuwa,W. Barton,6,0.16666666666666666
Achiuwa,Y. Watanabe,2,0.5
Achiuwa,Z. LaVine,7,0.14285714285714285
Acker,A. Johnson,5,0.2
Acker,A. Thornton,2,0.5
Acker,C. Delfino,2,0.5
Acker,C. Kaman,4,0.25
Acker,F. Jones,6,0.16666666666666666
Acker,K. Cato,2,0.5
Acker,M. Taylor,4,0.25
Acker,R. Wallace,3,0.3333333333333333
Acker,S. Novak,10,0.1
Acy,A. Anderson,6,0.16666666666666666
Acy,A. Bargnani,6,0.16666666666666666
Acy,A. Crabbe,27,0.037037037037037035
Acy,A. Gray,2,0.5
Acy,A. Johnson,3,0.3333333333333333
Acy,A. Nicholson,2,0.5
Acy,A. Shved,10,0.1
Acy,A. Stoudemire,4,0.25
Acy,B. Bogdanovic,3,0.3333333333333333
Acy,B. Lopez,3,0.3333333333333333
Acy,B. McLemore,19,0.05263157894736842
Acy,C. Aldrich,6,0.16666666666666666
Acy,C. Anthony,24,0.041666666666666664
Acy,C. Butler,2,0.5
Acy,C. Early,4,0.25
Acy,C. LeVert,3,0.3333333333333333
Acy,D. Carroll,20,0.05
Acy,D. Collison,11,0.09090909090909091
Acy,D. Cousins,8,0.125
Acy,D. Cunningham,2,0.5
Acy,D. DeRozan,8,0.125
Acy,D. Dukan,3,0.3333333333333333
Acy,D. Russell,11,0.09090909090909091
Acy,D. Williams,4,0.25
Acy,E. Okobo,8,0.125
Acy,I. Shumpert,4,0.25
Acy,I. Thomas,8,0.125
Acy,I. Whitehead,10,0.1
Acy,J. Allen,2,0.5
Acy,J. Calderon,13,0.07692307692307693
Acy,J. Crawford,3,0.3333333333333333
Acy,J. Fredette,6,0.16666666666666666
Acy,J. Harris,31,0.03225806451612903
Acy,J. Jackson,4,0.25
Acy,J. Lin,4,0.25
Acy,J. Lucas III,3,0.3333333333333333
Acy,J. Okafor,2,0.5
Acy,J. Smith,12,0.08333333333333333
Acy,J. Stone,3,0.3333333333333333
Acy,J. Thompson,6,0.16666666666666666
Acy,K. Koufos,4,0.25
Acy,K. Lowry,4,0.25
Acy,K. McDaniels,12,0.08333333333333333
Acy,K. Oubre Jr.,3,0.3333333333333333
Acy,L. Amundson,2,0.5
Acy,L. Galloway,6,0.16666666666666666
Acy,L. Thomas,2,0.5
Acy,M. Belinelli,4,0.25
Acy,M. Thornton,4,0.25
Acy,N. Stauskas,8,0.125
Acy,O. Casspi,8,0.125
Acy,P. Prigioni,14,0.07142857142857142
Acy,R. Evans,2,0.5
Acy,R. Foye,2,0.5
Acy,R. Gay,12,0.08333333333333333
Acy,R. Hollis-Jefferson,8,0.125
Acy,R. Ledo,6,0.16666666666666666
Acy,R. McCallum,5,0.2
Acy,R. Rondo,2,0.5
Acy,S. Curry,3,0.3333333333333333
Acy,S. Dinwiddie,26,0.038461538461538464
Acy,S. Kilpatrick,2,0.5
Acy,S. Larkin,10,0.1
Acy,S. Telfair,6,0.16666666666666666
Acy,T. Booker,2,0.5
Acy,T. Hardaway Jr.,30,0.03333333333333333
Acy,T. Mozgov,5,0.2
Acy,T. Outlaw,2,0.5
Acy,T. Ross,5,0.2
Acy,T. Warren,3,0.3333333333333333
Acy,T. Wear,5,0.2
Acy,T. Zeller,2,0.5
Acy,W. Cauley-Stein,2,0.5
Adams,A. Abrines,39,0.02564102564102564
Adams,A. Holiday,14,0.07142857142857142
Adams,A. Len,45,0.022222222222222223
Adams,A. Morrow,54,0.018518518518518517
Adams,A. Nader,44,0.022727272727272728
Adams,A. Poythress,2,0.5
Adams,A. Roberson,81,0.012345679012345678
Adams,A. Sengun,13,0.07692307692307693
Adams,A. Thompson,47,0.02127659574468085
Adams,B. Clarke,8,0.125
Adams,B. Ingram,77,0.012987012987012988
Adams,B. Nachbar,6,0.16666666666666666
Adams,B. Udrih,2,0.5
Adams,B. Wright,4,0.25
Adams,C. Anthony,27,0.037037037037037035
Adams,C. Brewer,20,0.05
Adams,C. Butler,3,0.3333333333333333
Adams,C. Paul,33,0.030303030303030304
Adams,C. Whitmore,10,0.1
Adams,D. Augustin,5,0.2
Adams,D. Bane,236,0.00423728813559322
Adams,D. Bazley,15,0.06666666666666667
Adams,D. Bembry,22,0.045454545454545456
Adams,D. Brooks,136,0.007352941176470588
Adams,D. Burton,6,0.16666666666666666
Adams,D. Davis,6,0.16666666666666666
Adams,D. Dedmon,4,0.25
Adams,D. Fisher,17,0.058823529411764705
Adams,D. Gallinari,87,0.011494252873563218
Adams,D. Hamilton,3,0.3333333333333333
Adams,D. McDermott,9,0.1111111111111111
Adams,D. Melton,43,0.023255813953488372
Adams,D. Roddy,17,0.058823529411764705
Adams,D. Sabonis,10,0.1
Adams,D. Schroder,97,0.010309278350515464
Adams,D. Schröder,3,0.3333333333333333
Adams,D. Waiters,12,0.08333333333333333
Adams,E. Bledsoe,35,0.02857142857142857
Adams,E. Freedom,9,0.1111111111111111
Adams,E. House,5,0.2
Adams,F. VanVleet,17,0.058823529411764705
Adams,H. Diallo,6,0.16666666666666666
Adams,J. Anderson,3,0.3333333333333333
Adams,J. Boone,2,0.5
Adams,J. Collins,12,0.08333333333333333
Adams,J. Culver,2,0.5
Adams,J. Graham,2,0.5
Adams,J. Grant,58,0.017241379310344827
Adams,J. Green,34,0.029411764705882353
Adams,J. Hart,8,0.125
Adams,J. Hayes,3,0.3333333333333333
Adams,J. Hoard,2,0.5
Adams,J. Huestis,6,0.16666666666666666
Adams,J. Jackson Jr.,80,0.0125
Adams,J. Johnson,5,0.2
Adams,J. Konchar,36,0.027777777777777776
Adams,J. Lamb,40,0.025
Adams,J. Lauvergne,2,0.5
Adams,J. Leuer,4,0.25
Adams,J. Morant,122,0.00819672131147541
Adams,J. Okogie,3,0.3333333333333333
Adams,J. Redick,12,0.08333333333333333
Adams,J. Smith Jr.,38,0.02631578947368421
Adams,J. Stokes,4,0.25
Adams,J. Tate,3,0.3333333333333333
Adams,K. Anderson,21,0.047619047619047616
Adams,K. Bazemore,25,0.04
Adams,K. Durant,120,0.008333333333333333
Adams,K. Huerter,6,0.16666666666666666
Adams,K. Koufos,4,0.25
Adams,K. Singler,5,0.2
Adams,K. Tillie,2,0.5
Adams,L. Ball,30,0.03333333333333333
Adams,L. Dort,18,0.05555555555555555
Adams,L. Thomas,2,0.5
Adams,M. Moore,2,0.5
Adams,M. Williams,6,0.16666666666666666
Adams,N. Alexander-Walker,30,0.03333333333333333
Adams,N. Calathes,4,0.25
Adams,N. Collison,4,0.25
Adams,N. Krstic,4,0.25
Adams,N. Marshall,12,0.08333333333333333
Adams,N. Melli,2,0.5
Adams,N. Noel,2,0.5
Adams,O. Spellman,3,0.3333333333333333
Adams,P. George,173,0.005780346820809248
Adams,P. Jones III,6,0.16666666666666666
Adams,P. Patterson,10,0.1
Adams,R. Felton,7,0.14285714285714285
Adams,R. Jackson,27,0.037037037037037035
Adams,R. Sheppard,23,0.043478260869565216
Adams,R. Westbrook,355,0.0028169014084507044
Adams,R. Williams,2,0.5
Adams,S. Aldama,35,0.02857142857142857
Adams,S. Buchanan,2,0.5
Adams,S. Christon,4,0.25
Adams,S. Gilgeous-Alexander,48,0.020833333333333332
Adams,S. Ibaka,45,0.022222222222222223
Adams,S. Telfair,3,0.3333333333333333
Adams,T. Antetokounmpo,2,0.5
Adams,T. Craig,3,0.3333333333333333
Adams,T. Eason,17,0.058823529411764705
Adams,T. Ferguson,82,0.012195121951219513
Adams,T. Gibson,6,0.16666666666666666
Adams,T. Jones,54,0.018518518518518517
Adams,T. Thomas,2,0.5
Adams,V. Carter,46,0.021739130434782608
Adams,V. Oladipo,20,0.05
Adams,W. Gabriel,3,0.3333333333333333
Adams,Z. Randolph,2,0.5
Adams,Z. Williams,60,0.016666666666666666
Adams,Z. Williamson,42,0.023809523809523808
Adebayo,A. Bradley,19,0.05263157894736842
Adebayo,A. Burks,73,0.0136986301369863
Adebayo,A. Iguodala,42,0.023809523809523808
Adebayo,A. Wiggins,117,0.008547008547008548
Adebayo,C. Martin,145,0.006896551724137931
Adebayo,D. Jones Jr.,72,0.013888888888888888
Adebayo,D. Mitchell,97,0.010309278350515464
Adebayo,D. Robinson,1222,0.0008183306055646482
Adebayo,D. Smith,23,0.043478260869565216
Adebayo,D. Wade,47,0.02127659574468085
Adebayo,D. Waiters,56,0.017857142857142856
Adebayo,D. Wright,6,0.16666666666666666
Adebayo,G. Dragic,224,0.004464285714285714
Adebayo,G. Vincent,166,0.006024096385542169
Adebayo,H. Highsmith,116,0.008620689655172414
Adebayo,J. Butler,370,0.002702702702702703
Adebayo,J. Butler III,113,0.008849557522123894
Adebayo,J. Cain,6,0.16666666666666666
Adebayo,J. Crowder,74,0.013513513513513514
Adebayo,J. Jaquez Jr.,167,0.005988023952095809
Adebayo,J. Johnson,28,0.03571428571428571
Adebayo,J. Richardson,188,0.005319148936170213
Adebayo,J. Winslow,70,0.014285714285714285
Adebayo,K. Anderson,4,0.25
Adebayo,K. Jakučionis,36,0.027777777777777776
Adebayo,K. Johnson,2,0.5
Adebayo,K. Love,48,0.020833333333333332
Adebayo,K. Lowry,139,0.007194244604316547
Adebayo,K. Nunn,299,0.0033444816053511705
Adebayo,K. Okpala,8,0.125
Adebayo,K. Olynyk,227,0.004405286343612335
Adebayo,K. Ware,74,0.013513513513513514
Adebayo,M. Gardner,13,0.07692307692307693
Adebayo,M. Harkless,3,0.3333333333333333
Adebayo,M. Leonard,61,0.01639344262295082
Adebayo,M. Morris,4,0.25
Adebayo,M. Strus,250,0.004
Adebayo,N. Bjelica,3,0.3333333333333333
Adebayo,N. Jovic,4,0.25
Adebayo,N. Jović,103,0.009708737864077669
Adebayo,N. Powell,81,0.012345679012345678
Adebayo,P. Larsson,81,0.012345679012345678
Adebayo,P. Mills,18,0.05555555555555555
Adebayo,P. Tucker,54,0.018518518518518517
Adebayo,R. McGruder,30,0.03333333333333333
Adebayo,S. Fontecchio,75,0.013333333333333334
Adebayo,T. Ariza,52,0.019230769230769232
Adebayo,T. Herro,923,0.0010834236186348862
Adebayo,T. Johnson,78,0.01282051282051282
Adebayo,T. Rozier,121,0.008264462809917356
Adebayo,U. Haslem,3,0.3333333333333333
Adebayo,V. Oladipo,39,0.02564102564102564
Adebayo,W. Ellington,131,0.007633587786259542
Adel,A. Zizic,2,0.5
Adel,C. Sexton,2,0.5
Adel,D. Nwaba,2,0.5
Adel,J. Clarkson,3,0.3333333333333333
Adel,M. Dellavedova,3,0.3333333333333333
Adrien,A. Biedrins,2,0.5
Adrien,A. Wiggins,2,0.5
Adrien,B. Biyombo,6,0.16666666666666666
Adrien,B. Gordon,12,0.08333333333333333
Adrien,B. Haywood,2,0.5
Adrien,B. Knight,7,0.14285714285714285
Adrien,B. Mullens,2,0.5
Adrien,B. Wright,4,0.25
Adrien,C. Brewer,4,0.25
Adrien,C. Wright,2,0.5
Adrien,C. Zeller,2,0.5
Adrien,D. Lee,2,0.5
Adrien,D. Wright,2,0.5
Adrien,G. Antetokounmpo,6,0.16666666666666666
Adrien,G. Henderson,4,0.25
Adrien,J. Henson,8,0.125
Adrien,J. McRoberts,5,0.2
Adrien,J. Pargo,2,0.5
Adrien,J. Taylor,26,0.038461538461538464
Adrien,K. Lowry,2,0.5
Adrien,K. Middleton,16,0.0625
Adrien,K. Walker,11,0.09090909090909091
Adrien,M. Ellis,5,0.2
Adrien,M. Kidd-Gilchrist,6,0.16666666666666666
Adrien,M. Williams,5,0.2
Adrien,O. Mayo,5,0.2
Adrien,R. Hummel,4,0.25
Adrien,R. Sessions,28,0.03571428571428571
Adrien,R. Williams,9,0.1111111111111111
Adrien,S. Curry,2,0.5
Adrien,S. Muhammad,14,0.07142857142857142
Adrien,Z. LaVine,2,0.5
Adrien,Z. Pachulia,8,0.125
Afflalo,A. Carter,14,0.07142857142857142
Afflalo,A. Crabbe,3,0.3333333333333333
Afflalo,A. Gee,7,0.14285714285714285
Afflalo,A. Harrington,140,0.007142857142857143
Afflalo,A. Iverson,2,0.5
Afflalo,A. Johnson,18,0.05555555555555555
Afflalo,A. McDyess,18,0.05555555555555555
Afflalo,A. Miller,17,0.058823529411764705
Afflalo,A. Nicholson,65,0.015384615384615385
Afflalo,A. Tolliver,21,0.047619047619047616
Afflalo,B. Biyombo,2,0.5
Afflalo,B. Hield,14,0.07142857142857142
Afflalo,B. McLemore,8,0.125
Afflalo,B. Udrih,5,0.2
Afflalo,C. Andersen,14,0.07142857142857142
Afflalo,C. Anthony,171,0.005847953216374269
Afflalo,C. Billups,116,0.008620689655172414
Afflalo,C. Brewer,41,0.024390243902439025
Afflalo,C. Early,5,0.2
Afflalo,C. Kaman,6,0.16666666666666666
Afflalo,C. McCollum,5,0.2
Afflalo,D. Arthur,17,0.058823529411764705
Afflalo,D. Augustin,16,0.0625
Afflalo,D. Collison,22,0.045454545454545456
Afflalo,D. Cousins,38,0.02631578947368421
Afflalo,D. Dedmon,4,0.25
Afflalo,D. Gallinari,73,0.0136986301369863
Afflalo,D. Jones,11,0.09090909090909091
Afflalo,D. Lamb,3,0.3333333333333333
Afflalo,D. Lillard,3,0.3333333333333333
Afflalo,D. Williams,25,0.04
Afflalo,D. Wright,8,0.125
Afflalo,E. Fournier,4,0.25
Afflalo,E. Green,2,0.5
Afflalo,E. Moore,85,0.011764705882352941
Afflalo,G. Ayon,6,0.16666666666666666
Afflalo,G. Davis,112,0.008928571428571428
Afflalo,G. Forbes,11,0.09090909090909091
Afflalo,G. Temple,11,0.09090909090909091
Afflalo,H. Turkoglu,2,0.5
Afflalo,I. Smith,7,0.14285714285714285
Afflalo,J. Calderon,39,0.02564102564102564
Afflalo,J. Dixon,6,0.16666666666666666
Afflalo,J. Freeland,2,0.5
Afflalo,J. Graham,18,0.05555555555555555
Afflalo,J. Grant,11,0.09090909090909091
Afflalo,J. Hamilton,5,0.2
Afflalo,J. Hayes,32,0.03125
Afflalo,J. Hickson,18,0.05555555555555555
Afflalo,J. Isaac,2,0.5
Afflalo,J. Maxiell,40,0.025
Afflalo,J. McGee,16,0.0625
Afflalo,J. McRoberts,3,0.3333333333333333
Afflalo,J. Nelson,208,0.004807692307692308
Afflalo,J. Nurkic,16,0.0625
Afflalo,J. Petro,6,0.16666666666666666
Afflalo,J. Redick,77,0.012987012987012988
Afflalo,J. Simmons,9,0.1111111111111111
Afflalo,J. Smith,81,0.012345679012345678
Afflalo,K. Brown,4,0.25
Afflalo,K. Faried,66,0.015151515151515152
Afflalo,K. Koufos,14,0.07142857142857142
Afflalo,K. Martin,62,0.016129032258064516
Afflalo,K. O'Quinn,57,0.017543859649122806
Afflalo,K. Porzingis,75,0.013333333333333334
Afflalo,K. Seraphin,6,0.16666666666666666
Afflalo,L. Aldridge,6,0.16666666666666666
Afflalo,L. Galloway,33,0.030303030303030304
Afflalo,L. Hunter,3,0.3333333333333333
Afflalo,L. Thomas,20,0.05
Afflalo,M. Barnes,13,0.07692307692307693
Afflalo,M. Ely,2,0.5
Afflalo,M. Harkless,82,0.012195121951219513
Afflalo,M. Hezonja,7,0.14285714285714285
Afflalo,M. Leonard,11,0.09090909090909091
Afflalo,M. Richardson,5,0.2
Afflalo,M. Speights,19,0.05263157894736842
Afflalo,N. Batum,14,0.07142857142857142
Afflalo,N. Mohammed,2,0.5
Afflalo,N. Robinson,5,0.2
